global_idx,Date,orig_Units_Sold,orig_Order_Quantity,action_idx,order_qty,demand_used,units_sold,inv_before,inv_after,reward,y_order_placed,stockout_flag
892,2024-06-27,22,0,15,24,16,16,936,920,423.5978082191781,1,0
893,2024-06-27,29,0,10,16,16,16,940,924,423.5699726027397,1,0
894,2024-06-27,24,0,12,287,21,21,557,536,576.2700273972603,1,0
895,2024-06-28,19,0,3,72,25,25,536,511,696.444,1,0
896,2024-06-28,18,0,8,110,22,22,798,776,604.5998904109589,1,0
897,2024-06-28,19,0,10,22,23,23,848,825,634.258904109589,1,0
898,2024-06-28,18,0,1,23,17,17,935,918,453.61172602739725,1,0
899,2024-06-28,17,0,12,17,18,18,940,922,483.58389041095893,1,0
900,2024-06-29,25,0,4,18,17,17,945,928,453.5421369863014,1,0
901,2024-06-29,17,0,9,17,15,15,945,930,393.52821917808217,1,0
902,2024-06-29,21,0,4,15,18,18,948,930,483.52821917808217,1,0
903,2024-06-29,24,0,19,18,29,29,947,918,813.6117260273973,1,0
904,2024-06-29,17,0,1,24,27,27,933,906,753.6952328767123,1,0
905,2024-06-30,17,0,20,32,25,25,924,899,693.7439452054795,1,0
906,2024-06-30,27,0,9,25,17,17,923,906,453.69523287671234,1,0
907,2024-06-30,20,0,13,17,12,12,938,926,303.55605479452055,1,0
908,2024-06-30,22,0,18,12,15,15,951,936,393.4864657534247,1,0
909,2024-06-30,20,218,12,15,20,20,953,933,543.5073424657535,1,0
910,2024-07-01,11,0,3,20,17,17,945,928,453.5421369863014,1,0
911,2024-07-01,26,0,2,17,13,13,943,930,333.52821917808217,1,0
912,2024-07-01,19,0,9,13,12,12,950,938,303.47254794520546,1,0
913,2024-07-01,21,0,11,12,22,22,955,933,603.5073424657535,1,0
914,2024-07-01,21,0,18,22,18,18,946,928,483.54213698630133,1,0
915,2024-07-02,17,0,5,18,20,20,940,920,543.5978082191781,1,0
916,2024-07-02,27,0,18,20,12,12,942,930,303.52821917808217,1,0
917,2024-07-02,14,0,9,12,16,16,948,932,423.514301369863,1,0
918,2024-07-02,21,0,2,16,10,10,952,942,243.44471232876714,1,0
919,2024-07-02,28,0,12,10,21,21,954,933,573.5073424657535,1,0
920,2024-07-03,24,0,6,21,32,32,949,917,903.6186849315069,1,0
921,2024-07-03,19,0,15,32,31,31,927,896,873.7648219178083,1,0
922,2024-07-03,27,0,12,31,29,29,917,888,813.8204931506849,1,0
923,2024-07-03,18,0,13,29,32,32,920,888,903.8204931506849,1,0
924,2024-07-03,21,0,11,263,20,20,345,325,547.7383561643836,1,0
925,2024-07-04,18,0,14,335,20,20,325,305,547.8775342465754,1,0
926,2024-07-04,18,0,1,24,15,15,568,553,396.1517260273973,1,0
927,2024-07-04,12,0,3,68,14,14,888,874,363.91791780821916,1,0
928,2024-07-04,23,0,11,14,9,9,898,889,213.81353424657533,1,0
929,2024-07-04,15,0,14,9,14,14,957,943,363.43775342465756,1,0
930,2024-07-05,26,0,2,14,21,21,957,936,573.4864657534247,1,0
931,2024-07-05,11,0,13,21,13,13,945,932,333.514301369863,1,0
932,2024-07-05,26,0,0,0,16,16,946,930,473.52821917808217,0,0
933,2024-07-05,12,0,14,29,10,10,951,941,243.45167123287672,1,0
934,2024-07-05,14,0,12,10,16,16,941,925,423.56301369863013,1,0
935,2024-07-06,15,0,4,16,22,22,954,932,603.514301369863,1,0
936,2024-07-06,28,0,19,22,32,32,942,910,903.667397260274,1,0
937,2024-07-06,15,0,14,32,21,21,926,905,573.7021917808219,1,0
938,2024-07-06,23,0,10,21,23,23,927,904,633.7091506849315,1,0
939,2024-07-06,14,0,13,23,15,15,936,921,393.5908493150685,1,0
940,2024-07-07,27,0,7,15,13,13,942,929,333.5351780821918,1,0
941,2024-07-07,18,0,0,0,18,18,952,934,533.5003835616438,0,0
942,2024-07-07,17,0,11,31,22,22,949,927,603.549095890411,1,0
943,2024-07-07,22,0,8,22,28,28,927,899,783.7439452054795,1,0
944,2024-07-07,17,0,11,28,19,19,930,911,513.6604383561644,1,0
945,2024-07-08,15,341,16,19,17,17,933,916,453.6256438356164,1,0
946,2024-07-08,10,0,14,17,20,20,944,924,543.5699726027398,1,0
947,2024-07-08,17,0,8,20,10,10,943,933,243.50734246575342,1,0
948,2024-07-08,20,483,15,10,14,14,950,936,363.4864657534247,1,0
949,2024-07-08,24,0,13,14,26,26,956,930,723.5282191780822,1,0
950,2024-07-09,16,0,19,26,25,25,940,915,693.632602739726,1,0
951,2024-07-09,21,0,5,25,14,14,929,915,363.63260273972605,1,0
952,2024-07-09,18,0,2,14,13,13,941,928,333.5421369863014,1,0
953,2024-07-09,13,0,1,13,12,12,953,941,303.4516712328767,1,0
954,2024-07-09,24,0,6,144,32,32,589,557,906.1238904109589,1,0
955,2024-07-10,20,404,6,144,38,38,557,519,1086.3883287671233,1,0
956,2024-07-10,17,0,10,173,21,21,663,642,575.5323835616439,1,0
957,2024-07-10,14,0,19,21,21,21,786,765,574.6764383561643,1,0
958,2024-07-10,19,0,2,21,20,20,938,918,543.6117260273973,1,0
959,2024-07-10,21,0,6,20,16,16,939,923,423.5769315068493,1,0
960,2024-07-11,13,0,18,16,19,19,944,925,513.5630136986301,1,0
961,2024-07-11,18,0,7,19,13,13,945,932,333.514301369863,1,0
962,2024-07-11,16,0,0,0,20,20,948,928,593.5421369863013,0,0
963,2024-07-11,19,0,11,33,13,13,947,934,333.50038356164384,1,0
964,2024-07-11,35,488,20,13,18,18,934,916,483.6256438356164,1,0
965,2024-07-12,10,0,17,18,19,19,949,930,513.5282191780822,1,0
966,2024-07-12,15,0,4,19,21,21,943,922,573.5838904109589,1,0
967,2024-07-12,18,0,12,21,24,24,940,916,663.6256438356164,1,0
968,2024-07-12,28,207,3,24,24,24,935,911,663.6604383561644,1,0
969,2024-07-12,19,0,4,24,21,21,932,911,573.6604383561644,1,0
970,2024-07-13,17,0,5,21,27,27,935,908,753.6813150684932,1,0
971,2024-07-13,20,0,12,27,24,24,932,908,663.6813150684932,1,0
972,2024-07-13,7,0,1,24,26,26,929,903,723.7161095890411,1,0
973,2024-07-13,23,0,1,24,27,27,930,903,753.7161095890411,1,0
974,2024-07-13,19,0,20,29,42,42,927,885,1203.8413698630136,1,0
975,2024-07-14,18,0,3,42,45,45,909,864,1293.987506849315,1,0
976,2024-07-14,25,0,10,45,45,45,893,848,1294.0988493150685,1,0
977,2024-07-14,24,0,12,45,30,30,890,860,844.0153424657534,1,0
978,2024-07-14,22,0,15,30,28,28,905,877,783.8970410958904,1,0
979,2024-07-14,12,0,18,28,18,18,922,904,483.7091506849315,1,0
980,2024-07-15,12,0,3,18,22,22,934,912,603.6534794520547,1,0
981,2024-07-15,19,0,20,22,20,20,940,920,543.5978082191781,1,0
982,2024-07-15,13,0,13,20,22,22,938,916,603.6256438356164,1,0
983,2024-07-15,13,0,8,22,23,23,938,915,633.632602739726,1,0
984,2024-07-15,14,0,11,263,11,11,689,678,275.2818630136986,1,0
985,2024-07-16,18,0,14,39,10,10,678,668,245.3514520547945,1,0
986,2024-07-16,16,0,19,10,14,14,931,917,363.61868493150683,1,0
987,2024-07-16,20,0,3,14,19,19,956,937,513.479506849315,1,0
988,2024-07-16,14,0,17,19,22,22,947,925,603.5630136986301,1,0
989,2024-07-16,23,0,1,22,20,20,939,919,543.6047671232876,1,0
990,2024-07-17,11,0,15,20,12,12,938,926,303.55605479452055,1,0
991,2024-07-17,6,0,20,12,13,13,948,935,333.49342465753426,1,0
992,2024-07-17,18,0,6,13,12,12,955,943,303.43775342465756,1,0
993,2024-07-17,18,0,14,12,11,11,955,944,273.4307945205479,1,0
994,2024-07-17,13,0,6,11,16,16,957,941,423.4516712328767,1,0
995,2024-07-18,16,0,11,16,13,13,953,940,333.4586301369863,1,0
996,2024-07-18,19,0,3,13,12,12,951,939,303.4655890410959,1,0
997,2024-07-18,10,0,15,12,15,15,955,940,393.4586301369863,1,0
998,2024-07-18,17,0,9,15,16,16,953,937,423.47950684931504,1,0
999,2024-07-18,14,0,0,0,10,10,949,939,293.4655890410959,0,0
1000,2024-07-19,17,0,14,26,11,11,954,943,273.43775342465756,1,0
1001,2024-07-19,12,0,6,11,20,20,943,923,543.5769315068493,1,0
1002,2024-07-19,8,0,17,20,14,14,949,935,363.49342465753426,1,0
1003,2024-07-19,18,0,1,14,22,22,946,924,603.5699726027398,1,0
1004,2024-07-19,13,0,2,22,17,17,944,927,453.54909589041097,1,0
1005,2024-07-20,13,0,9,17,9,9,941,932,213.514301369863,1,0
1006,2024-07-20,21,0,12,9,15,15,954,939,393.4655890410959,1,0
1007,2024-07-20,9,0,17,15,11,11,956,945,273.42383561643834,1,0
1008,2024-07-20,15,0,18,11,18,18,954,936,483.4864657534247,1,0
1009,2024-07-20,17,0,9,18,12,12,951,939,303.4655890410959,1,0
1010,2024-07-21,14,0,5,12,17,17,950,933,453.5073424657534,1,0
1011,2024-07-21,15,0,15,17,19,19,951,932,513.514301369863,1,0
1012,2024-07-21,15,0,8,19,18,18,944,926,483.5560547945205,1,0
1013,2024-07-21,18,0,7,18,12,12,943,931,303.5212602739726,1,0
1014,2024-07-21,11,0,10,240,15,15,391,376,397.38345205479453,1,0
1015,2024-07-22,32,0,16,364,13,13,376,363,337.4739178082192,1,0
1016,2024-07-22,14,0,8,13,12,12,603,591,305.88728767123285,1,0
1017,2024-07-22,27,0,0,0,13,13,955,942,383.44471232876714,0,0
1018,2024-07-22,14,0,14,25,10,10,955,945,243.42383561643834,1,0
1019,2024-07-22,12,0,1,10,13,13,945,932,333.514301369863,1,0
1020,2024-07-23,12,0,15,13,8,8,957,949,183.396,1,0
1021,2024-07-23,7,0,15,8,16,16,959,943,423.43775342465756,1,0
1022,2024-07-23,13,0,17,16,11,11,956,945,273.42383561643834,1,0
1023,2024-07-23,17,0,20,11,9,9,953,944,213.43079452054792,1,0
1024,2024-07-23,13,0,15,9,11,11,960,949,273.396,1,0
1025,2024-07-24,19,0,1,11,10,10,960,950,243.38904109589043,1,0
1026,2024-07-24,17,0,19,10,17,17,959,942,453.44471232876714,1,0
1027,2024-07-24,5,0,0,0,14,14,953,939,413.4655890410959,0,0
1028,2024-07-24,23,0,7,31,16,16,949,933,423.5073424657534,1,0
1029,2024-07-24,12,0,17,16,19,19,933,914,513.6395616438356,1,0
1030,2024-07-25,25,0,9,19,17,17,945,928,453.5421369863014,1,0
1031,2024-07-25,13,0,9,17,16,16,944,928,423.5421369863014,1,0
1032,2024-07-25,15,0,18,16,10,10,947,937,243.47950684931504,1,0
1033,2024-07-25,26,240,6,10,12,12,954,942,303.44471232876714,1,0
1034,2024-07-25,6,0,17,12,17,17,958,941,453.4516712328767,1,0
1035,2024-07-26,24,0,5,17,14,14,951,937,363.47950684931504,1,0
1036,2024-07-26,19,0,3,14,17,17,949,932,453.514301369863,1,0
1037,2024-07-26,20,0,6,17,11,11,949,938,273.47254794520546,1,0
1038,2024-07-26,16,0,11,11,18,18,952,934,483.50038356164384,1,0
1039,2024-07-26,20,0,20,18,15,15,951,936,393.4864657534247,1,0
1040,2024-07-27,14,0,8,15,16,16,947,931,423.5212602739726,1,0
1041,2024-07-27,15,0,7,16,16,16,949,933,423.5073424657534,1,0
1042,2024-07-27,13,0,20,16,15,15,948,933,393.5073424657534,1,0
1043,2024-07-27,20,0,14,15,14,14,949,935,363.49342465753426,1,0
1044,2024-07-27,25,0,1,24,18,18,433,415,487.11205479452053,1,0
1045,2024-07-28,17,0,1,24,18,18,415,397,487.2373150684931,1,0
1046,2024-07-28,17,487,3,72,18,18,421,403,487.1955616438356,1,0
1047,2024-07-28,9,0,8,192,18,18,427,409,487.15380821917813,1,0
1048,2024-07-28,7,0,11,263,13,13,481,468,336.74323287671234,1,0
1049,2024-07-28,8,0,13,57,15,15,660,645,395.5115068493151,1,0
1050,2024-07-29,18,0,9,15,23,23,908,885,633.8413698630137,1,0
1051,2024-07-29,19,0,13,23,27,27,942,915,753.632602739726,1,0
1052,2024-07-29,7,0,1,24,26,26,930,904,723.7091506849315,1,0
1053,2024-07-29,16,0,15,29,22,22,927,905,603.7021917808219,1,0
1054,2024-07-29,16,0,1,22,17,17,929,912,453.6534794520548,1,0
1055,2024-07-30,20,0,17,17,23,23,941,918,633.6117260273973,1,0
1056,2024-07-30,16,0,11,23,19,19,940,921,513.5908493150685,1,0
